IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.140.229,2053,2053,TRUE,SIN,Asia Pacific,Singapore,124,7.57
47.74.13.200,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,73,7.57
47.236.150.109,2096,2096,TRUE,SIN,Asia Pacific,Singapore,136,7.57
47.242.59.216,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,57,7.57
47.245.32.215,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,83,7.56
8.219.70.117,2082,2082,FALSE,SIN,Asia Pacific,Singapore,19,7.56
47.74.5.233,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,79,7.56
47.74.5.233,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,137,7.56
47.74.13.66,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,73,7.56
8.219.102.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,41,7.56
47.74.40.13,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,106,7.56
8.209.222.232,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,180,7.55
8.219.103.126,8443,8443,TRUE,SIN,Asia Pacific,Singapore,92,7.55
8.222.187.107,80,80,FALSE,SIN,Asia Pacific,Singapore,3,7.55
47.74.52.104,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,217,7.55
8.222.159.252,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,7.55
47.236.79.87,8880,8880,FALSE,SIN,Asia Pacific,Singapore,29,7.55
47.236.7.206,2096,2096,TRUE,SIN,Asia Pacific,Singapore,128,7.55
47.236.21.51,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,7.54
47.236.11.84,2082,2082,FALSE,SIN,Asia Pacific,Singapore,23,7.54
8.219.43.243,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,7.54
8.219.213.112,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,7.54
8.210.21.65,443,443,TRUE,HKG,Asia Pacific,Hong Kong,41,7.54
8.219.233.6,2096,2096,TRUE,SIN,Asia Pacific,Singapore,97,7.54
47.74.34.140,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,178,7.53
47.236.83.239,8880,8880,FALSE,SIN,Asia Pacific,Singapore,12,7.53
8.219.5.10,2083,2083,TRUE,SIN,Asia Pacific,Singapore,60,7.53
8.222.249.190,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.53
8.219.178.9,2052,2052,FALSE,SIN,Asia Pacific,Singapore,14,7.53
47.245.39.28,80,80,FALSE,NRT,Asia Pacific,Tokyo,75,7.53
8.219.72.51,2096,2096,TRUE,SIN,Asia Pacific,Singapore,130,7.53
47.74.15.120,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,82,7.53
47.236.10.100,2083,2083,TRUE,SIN,Asia Pacific,Singapore,116,7.53
8.219.1.92,2052,2052,FALSE,SIN,Asia Pacific,Singapore,21,7.53
8.219.241.189,2087,2087,TRUE,SIN,Asia Pacific,Singapore,103,7.52
8.219.210.64,2083,2083,TRUE,SIN,Asia Pacific,Singapore,115,7.52
47.74.3.2,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,87,7.52
8.219.4.122,2086,2086,FALSE,SIN,Asia Pacific,Singapore,12,7.52
47.236.93.176,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,7.52
47.245.105.224,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,7.52
47.236.119.253,2095,2095,FALSE,SIN,Asia Pacific,Singapore,15,7.52
8.222.208.83,80,80,FALSE,SIN,Asia Pacific,Singapore,4,7.51
8.219.140.229,2052,2052,FALSE,SIN,Asia Pacific,Singapore,26,7.51
8.219.248.47,8443,8443,TRUE,SIN,Asia Pacific,Singapore,93,7.51
8.219.170.58,2096,2096,TRUE,SIN,Asia Pacific,Singapore,94,7.51
8.219.122.96,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,7.51
8.219.67.133,2096,2096,TRUE,SIN,Asia Pacific,Singapore,97,7.51
47.242.202.230,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,34,7.51
8.219.161.129,2095,2095,FALSE,SIN,Asia Pacific,Singapore,15,7.51
8.209.255.195,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,210,7.51
47.245.105.224,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,7.5
8.217.250.222,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,70,7.5
8.222.182.10,2053,2053,TRUE,SIN,Asia Pacific,Singapore,112,7.5
8.219.93.5,2096,2096,TRUE,SIN,Asia Pacific,Singapore,155,7.5
47.245.33.163,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,246,7.5
8.218.105.223,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,41,7.5
47.74.0.183,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,73,7.5
47.245.59.243,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,152,7.5
47.245.86.230,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,7.5
47.245.40.55,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,169,7.49
47.74.54.145,80,80,FALSE,NRT,Asia Pacific,Tokyo,86,7.49
8.222.145.164,2053,2053,TRUE,SIN,Asia Pacific,Singapore,70,7.49
47.74.54.145,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,71,7.49
8.219.56.205,8443,8443,TRUE,SIN,Asia Pacific,Singapore,119,7.49
47.236.7.206,8443,8443,TRUE,SIN,Asia Pacific,Singapore,67,7.49
47.245.118.197,2096,2096,TRUE,SIN,Asia Pacific,Singapore,182,7.49
8.219.3.53,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,7.49
47.236.7.206,2083,2083,TRUE,SIN,Asia Pacific,Singapore,58,7.49
8.217.248.220,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,71,7.49
47.91.21.127,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,70,7.48
8.219.228.157,80,80,FALSE,SIN,Asia Pacific,Singapore,11,7.48
47.245.56.29,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,87,7.48
47.74.7.51,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,90,7.48
8.218.146.204,80,80,FALSE,HKG,Asia Pacific,Hong Kong,68,7.48
47.74.49.62,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,217,7.48
8.222.223.34,2052,2052,FALSE,SIN,Asia Pacific,Singapore,3,7.48
47.236.88.181,8880,8880,FALSE,SIN,Asia Pacific,Singapore,14,7.47
8.219.78.1,2053,2053,TRUE,SIN,Asia Pacific,Singapore,142,7.47
8.209.222.31,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,93,7.47
47.245.10.77,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,81,7.47
8.209.243.172,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,85,7.47
8.219.210.93,2052,2052,FALSE,SIN,Asia Pacific,Singapore,15,7.47
8.218.211.17,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,39,7.47
47.74.42.17,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,78,7.47
47.245.59.133,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,220,7.47
8.219.56.205,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,7.47
47.245.32.215,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,177,7.46
47.236.29.235,8443,8443,TRUE,SIN,Asia Pacific,Singapore,111,7.46
47.245.52.165,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,85,7.46
47.236.145.85,2095,2095,FALSE,SIN,Asia Pacific,Singapore,63,7.46
47.245.86.230,80,80,FALSE,SIN,Asia Pacific,Singapore,7,7.46
8.218.127.249,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,71,7.46
8.209.243.99,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,147,7.46
47.245.37.41,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,80,7.46
47.236.75.113,2053,2053,TRUE,SIN,Asia Pacific,Singapore,167,7.46
47.74.42.17,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,81,7.46
8.219.188.162,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,7.46
47.236.117.48,2095,2095,FALSE,SIN,Asia Pacific,Singapore,18,7.46
8.219.82.177,2086,2086,FALSE,SIN,Asia Pacific,Singapore,21,7.46
47.245.52.153,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,122,7.45
8.222.198.105,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,7.45
47.245.84.124,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,7.45
8.219.194.170,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,7.45
47.236.106.37,8080,8080,FALSE,SIN,Asia Pacific,Singapore,23,7.45
8.219.51.211,2083,2083,TRUE,SIN,Asia Pacific,Singapore,105,7.45
47.74.34.140,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,168,7.45
8.219.40.255,8080,8080,FALSE,SIN,Asia Pacific,Singapore,9,7.45
47.74.36.154,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,86,7.45
8.210.151.69,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,43,7.44
8.209.240.229,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,98,7.44
8.219.112.75,8880,8880,FALSE,SIN,Asia Pacific,Singapore,3,7.44
8.217.221.165,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,48,7.44
47.245.38.233,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,84,7.44
47.74.54.33,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,89,7.44
47.74.13.200,80,80,FALSE,NRT,Asia Pacific,Tokyo,90,7.43
47.245.37.37,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,122,7.43
47.74.0.183,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,99,7.43
8.219.251.81,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,7.43
47.236.158.158,2086,2086,FALSE,SIN,Asia Pacific,Singapore,52,7.43
8.219.111.147,2083,2083,TRUE,SIN,Asia Pacific,Singapore,47,7.43
8.219.72.51,2053,2053,TRUE,SIN,Asia Pacific,Singapore,168,7.42
47.245.34.140,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,79,7.42
47.245.39.28,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,91,7.42
47.236.5.223,2083,2083,TRUE,SIN,Asia Pacific,Singapore,72,7.42
8.219.173.233,2095,2095,FALSE,SIN,Asia Pacific,Singapore,58,7.42
8.222.138.164,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,7.42
8.219.174.213,2087,2087,TRUE,SIN,Asia Pacific,Singapore,194,7.42
8.219.220.122,2086,2086,FALSE,SIN,Asia Pacific,Singapore,5,7.42
47.245.54.98,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,249,7.41
8.222.130.137,8443,8443,TRUE,SIN,Asia Pacific,Singapore,72,7.41
47.236.93.176,8880,8880,FALSE,SIN,Asia Pacific,Singapore,28,7.41
47.236.171.112,8880,8880,FALSE,SIN,Asia Pacific,Singapore,63,7.41
47.74.27.211,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,100,7.41
47.236.117.48,8443,8443,TRUE,SIN,Asia Pacific,Singapore,99,7.4
8.219.42.72,2086,2086,FALSE,SIN,Asia Pacific,Singapore,28,7.4
8.219.170.223,8080,8080,FALSE,SIN,Asia Pacific,Singapore,16,7.4
8.210.174.156,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,62,7.4
8.210.174.156,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,49,7.4
47.236.161.155,8080,8080,FALSE,SIN,Asia Pacific,Singapore,143,7.4
8.222.211.16,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,7.4
8.219.121.87,2096,2096,TRUE,SIN,Asia Pacific,Singapore,97,7.39
47.74.43.95,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,71,7.39
47.74.39.194,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,80,7.39
47.236.93.176,80,80,FALSE,SIN,Asia Pacific,Singapore,14,7.39
47.245.118.197,2087,2087,TRUE,SIN,Asia Pacific,Singapore,62,7.39
47.74.53.254,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,73,7.39
8.219.122.96,2053,2053,TRUE,SIN,Asia Pacific,Singapore,89,7.39
47.245.4.22,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,230,7.38
8.219.6.187,2087,2087,TRUE,SIN,Asia Pacific,Singapore,57,7.38
47.245.58.175,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,120,7.38
47.74.53.254,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,99,7.38
47.91.31.235,80,80,FALSE,NRT,Asia Pacific,Tokyo,79,7.38
47.245.37.89,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,80,7.38
47.236.7.13,2083,2083,TRUE,SIN,Asia Pacific,Singapore,52,7.38
8.219.100.168,2086,2086,FALSE,SIN,Asia Pacific,Singapore,53,7.38
47.74.34.162,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,80,7.38
47.74.18.121,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,214,7.37
47.74.49.62,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,109,7.37
8.219.250.239,8443,8443,TRUE,SIN,Asia Pacific,Singapore,117,7.37
47.236.145.85,2086,2086,FALSE,SIN,Asia Pacific,Singapore,24,7.37
47.74.16.255,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,79,7.37
8.219.106.156,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,7.37
47.245.39.28,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,85,7.36
47.74.11.9,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,88,7.36
8.219.142.229,2096,2096,TRUE,SIN,Asia Pacific,Singapore,75,7.36
47.245.8.156,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,156,7.36
47.74.16.67,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,88,7.36
47.236.171.112,2053,2053,TRUE,SIN,Asia Pacific,Singapore,128,7.36
8.219.198.139,2095,2095,FALSE,SIN,Asia Pacific,Singapore,7,7.36
47.245.56.121,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,176,7.36
47.74.43.95,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,119,7.36
47.236.93.176,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,7.36
47.74.34.135,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,67,7.36
47.245.113.117,2087,2087,TRUE,SIN,Asia Pacific,Singapore,36,7.36
8.219.228.186,8080,8080,FALSE,SIN,Asia Pacific,Singapore,11,7.36
47.236.121.7,2087,2087,TRUE,SIN,Asia Pacific,Singapore,96,7.36
47.245.113.117,2086,2086,FALSE,SIN,Asia Pacific,Singapore,6,7.35
8.222.187.107,2082,2082,FALSE,SIN,Asia Pacific,Singapore,3,7.35
8.219.63.66,2095,2095,FALSE,SIN,Asia Pacific,Singapore,11,7.35
47.245.37.89,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,157,7.35
8.219.228.30,2096,2096,TRUE,SIN,Asia Pacific,Singapore,107,7.35
47.91.31.231,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,87,7.35
47.245.41.84,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,151,7.35
8.219.204.120,8080,8080,FALSE,SIN,Asia Pacific,Singapore,8,7.35
47.245.59.133,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,168,7.35
47.236.29.235,2052,2052,FALSE,SIN,Asia Pacific,Singapore,18,7.35
47.245.57.38,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,186,7.34
47.74.45.143,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,85,7.34
47.245.37.12,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,78,7.34
8.219.122.55,2083,2083,TRUE,SIN,Asia Pacific,Singapore,340,7.34
8.219.249.148,2096,2096,TRUE,SIN,Asia Pacific,Singapore,111,7.34
47.236.87.246,8080,8080,FALSE,SIN,Asia Pacific,Singapore,20,7.34
8.219.206.180,2053,2053,TRUE,SIN,Asia Pacific,Singapore,148,7.34
47.245.39.28,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,89,7.34
47.245.33.163,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,85,7.34
8.219.194.170,2052,2052,FALSE,SIN,Asia Pacific,Singapore,20,7.33
47.236.7.246,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,7.33
47.245.42.162,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,93,7.33
47.245.55.235,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,244,7.33
8.219.60.54,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,7.33
47.245.40.55,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,213,7.33
8.218.3.12,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,102,7.32
47.91.10.241,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,80,7.32
8.219.222.98,2053,2053,TRUE,SIN,Asia Pacific,Singapore,156,7.32
47.76.49.246,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,43,7.32
8.219.178.225,2053,2053,TRUE,SIN,Asia Pacific,Singapore,42,7.32
8.219.60.68,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,7.32
47.74.14.85,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,76,7.31
47.76.49.246,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,82,7.31
47.236.116.182,2083,2083,TRUE,SIN,Asia Pacific,Singapore,51,7.31
8.219.198.34,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,7.31
8.217.251.62,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,39,7.31
8.219.235.164,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,7.31
47.76.33.40,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,63,7.31
8.219.250.239,2096,2096,TRUE,SIN,Asia Pacific,Singapore,138,7.31
8.219.240.141,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,7.31
47.245.102.156,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,7.3
8.219.102.252,2096,2096,TRUE,SIN,Asia Pacific,Singapore,119,7.3
8.210.66.190,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,43,7.3
8.222.211.124,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,7.3
47.245.37.41,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,84,7.29
47.245.52.240,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,82,7.29
8.222.254.91,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,7.29
47.74.27.94,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,188,7.29
47.74.0.183,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,204,7.29
8.209.255.195,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,158,7.29
8.219.74.35,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,7.29
47.245.55.99,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,185,7.29
47.74.54.145,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,153,7.29
47.245.53.101,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,184,7.29
8.219.40.37,2096,2096,TRUE,SIN,Asia Pacific,Singapore,104,7.29
8.219.206.53,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,7.29
8.219.209.14,2087,2087,TRUE,SIN,Asia Pacific,Singapore,163,7.29
8.222.224.163,8443,8443,TRUE,SIN,Asia Pacific,Singapore,81,7.29
8.222.153.11,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,284,7.29
8.219.177.205,2053,2053,TRUE,SIN,Asia Pacific,Singapore,123,7.29
47.74.45.143,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,81,7.29
47.74.23.99,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,75,7.29
47.245.37.41,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,155,7.28
8.219.249.38,2053,2053,TRUE,SIN,Asia Pacific,Singapore,95,7.28
8.210.146.108,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,69,7.28
8.210.65.1,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,47,7.28
47.236.82.218,8443,8443,TRUE,SIN,Asia Pacific,Singapore,94,7.28
47.245.39.49,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,179,7.28
47.236.174.206,2082,2082,FALSE,SIN,Asia Pacific,Singapore,41,7.27
8.209.214.222,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,94,7.27
8.222.215.228,8443,8443,TRUE,SIN,Asia Pacific,Singapore,122,7.27
47.236.97.111,2086,2086,FALSE,SIN,Asia Pacific,Singapore,49,7.27
8.219.251.81,2083,2083,TRUE,SIN,Asia Pacific,Singapore,130,7.27
8.219.106.156,2086,2086,FALSE,SIN,Asia Pacific,Singapore,7,7.27
47.236.7.13,2082,2082,FALSE,SIN,Asia Pacific,Singapore,31,7.27
47.74.12.139,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,106,7.27
47.74.16.67,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,126,7.26
8.218.142.253,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,49,7.26
47.245.8.156,80,80,FALSE,NRT,Asia Pacific,Tokyo,78,7.26
47.91.21.127,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,83,7.26
8.219.11.158,2083,2083,TRUE,SIN,Asia Pacific,Singapore,148,7.26
8.209.200.73,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,97,7.26
47.245.80.142,8443,8443,TRUE,SIN,Asia Pacific,Singapore,101,7.26
8.219.179.34,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,7.26
8.222.224.17,8080,8080,FALSE,SIN,Asia Pacific,Singapore,7,7.26
8.219.134.117,2083,2083,TRUE,SIN,Asia Pacific,Singapore,77,7.26
8.219.151.193,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,7.26
8.219.194.170,2086,2086,FALSE,SIN,Asia Pacific,Singapore,27,7.25
47.76.49.246,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,38,7.25
8.219.4.122,2083,2083,TRUE,SIN,Asia Pacific,Singapore,99,7.25
8.219.82.177,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,7.25
47.76.49.246,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,41,7.25
47.245.56.50,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,103,7.25
8.218.18.132,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,49,7.25
47.91.19.249,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,74,7.25
8.210.39.96,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,36,7.24
47.245.40.55,80,80,FALSE,HKG,Asia Pacific,Hong Kong,184,7.24
8.218.201.73,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,112,7.24
47.74.11.219,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,543,7.24
47.74.11.219,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,114,7.24
8.219.245.232,2087,2087,TRUE,SIN,Asia Pacific,Singapore,65,7.24
47.245.37.94,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,102,7.24
8.219.238.145,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,7.23
8.209.252.13,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,140,7.23
8.219.170.223,2086,2086,FALSE,SIN,Asia Pacific,Singapore,19,7.23
8.209.242.25,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,163,7.23
47.74.15.80,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,120,7.23
47.74.46.84,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,88,7.23
47.236.116.182,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,7.23
8.219.200.145,2095,2095,FALSE,SIN,Asia Pacific,Singapore,16,7.23
8.209.241.128,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,89,7.23
47.236.7.246,8443,8443,TRUE,SIN,Asia Pacific,Singapore,42,7.23
8.222.212.172,2095,2095,FALSE,SIN,Asia Pacific,Singapore,17,7.23
47.245.55.99,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,104,7.23
8.210.117.18,443,443,TRUE,HKG,Asia Pacific,Hong Kong,55,7.22
47.236.106.37,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,7.22
47.236.170.54,2087,2087,TRUE,SIN,Asia Pacific,Singapore,163,7.22
47.74.11.251,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,73,7.22
47.245.54.98,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,93,7.22
47.245.41.169,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,92,7.22
47.245.59.244,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,187,7.22
47.74.43.95,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,83,7.21
47.245.42.210,80,80,FALSE,NRT,Asia Pacific,Tokyo,91,7.21
47.245.37.98,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,88,7.21
8.218.65.237,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,86,7.21
8.218.3.12,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,47,7.21
8.218.85.128,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,48,7.21
47.236.104.98,2083,2083,TRUE,SIN,Asia Pacific,Singapore,82,7.21
47.74.7.51,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,76,7.21
47.236.145.180,8443,8443,TRUE,SIN,Asia Pacific,Singapore,126,7.2
47.236.167.231,2096,2096,TRUE,SIN,Asia Pacific,Singapore,134,7.2
8.219.156.148,2096,2096,TRUE,SIN,Asia Pacific,Singapore,142,7.2
47.236.117.48,2053,2053,TRUE,SIN,Asia Pacific,Singapore,128,7.2
47.243.173.187,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,44,7.19
8.217.250.5,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,82,7.19
8.219.210.226,80,80,FALSE,SIN,Asia Pacific,Singapore,20,7.19
8.217.239.116,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,105,7.19
8.218.149.193,2082,2082,FALSE,HKG,Asia Pacific,Hong Kong,59,7.19
47.245.32.215,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,88,7.19
8.219.159.232,2053,2053,TRUE,SIN,Asia Pacific,Singapore,154,7.19
8.219.113.232,2082,2082,FALSE,SIN,Asia Pacific,Singapore,24,7.19
8.219.129.38,8880,8880,FALSE,SIN,Asia Pacific,Singapore,24,7.18
47.245.37.29,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,90,7.18
47.91.31.231,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,87,7.18
8.219.163.195,2083,2083,TRUE,SIN,Asia Pacific,Singapore,50,7.18
47.236.21.51,2082,2082,FALSE,SIN,Asia Pacific,Singapore,29,7.18
8.219.153.237,80,80,FALSE,NRT,Asia Pacific,Tokyo,102,7.18
47.74.46.84,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,129,7.18
8.219.103.57,2087,2087,TRUE,SIN,Asia Pacific,Singapore,94,7.18
47.74.34.162,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,142,7.18
47.245.118.197,2083,2083,TRUE,SIN,Asia Pacific,Singapore,52,7.17
47.245.41.169,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,221,7.17
