IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.202.130,2086,2086,FALSE,SIN,Asia Pacific,Singapore,16,12.03
47.236.97.90,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,12.03
8.210.101.157,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,91,12.03
47.236.29.235,2053,2053,TRUE,SIN,Asia Pacific,Singapore,66,12.03
47.236.76.199,2083,2083,TRUE,SIN,Asia Pacific,Singapore,75,12.02
8.219.222.98,2096,2096,TRUE,SIN,Asia Pacific,Singapore,86,12.02
47.245.37.89,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,86,12.02
47.245.41.84,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,94,12.02
47.236.21.51,2053,2053,TRUE,SIN,Asia Pacific,Singapore,56,12.01
8.219.163.195,2087,2087,TRUE,SIN,Asia Pacific,Singapore,172,12.01
47.245.37.94,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,246,12.01
47.74.45.143,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,92,12.01
47.91.19.249,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,105,12.01
8.218.105.223,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,49,12.01
47.245.54.98,80,80,FALSE,NRT,Asia Pacific,Tokyo,85,12.01
8.219.103.65,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,12
8.218.188.129,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,43,12
47.245.38.233,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,211,12
8.219.249.148,2095,2095,FALSE,SIN,Asia Pacific,Singapore,17,12
8.219.206.53,2096,2096,TRUE,SIN,Asia Pacific,Singapore,99,12
47.236.180.51,8880,8880,FALSE,SIN,Asia Pacific,Singapore,30,11.99
8.219.230.254,2083,2083,TRUE,SIN,Asia Pacific,Singapore,130,11.99
8.219.248.47,2096,2096,TRUE,SIN,Asia Pacific,Singapore,138,11.99
8.219.154.107,80,80,FALSE,SIN,Asia Pacific,Singapore,10,11.99
8.219.173.195,2096,2096,TRUE,SIN,Asia Pacific,Singapore,122,11.99
8.219.220.122,2083,2083,TRUE,SIN,Asia Pacific,Singapore,19,11.99
47.245.59.188,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,178,11.99
47.236.88.181,8080,8080,FALSE,SIN,Asia Pacific,Singapore,5,11.99
47.245.33.158,80,80,FALSE,NRT,Asia Pacific,Tokyo,90,11.99
8.219.124.227,443,443,TRUE,SIN,Asia Pacific,Singapore,160,11.98
47.242.54.157,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,42,11.98
8.219.255.171,2087,2087,TRUE,SIN,Asia Pacific,Singapore,129,11.98
47.245.9.228,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,105,11.98
47.236.114.23,2096,2096,TRUE,SIN,Asia Pacific,Singapore,58,11.98
47.236.94.109,8443,8443,TRUE,SIN,Asia Pacific,Singapore,70,11.98
47.74.3.2,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,88,11.98
8.219.90.87,2096,2096,TRUE,SIN,Asia Pacific,Singapore,103,11.97
47.236.173.200,2087,2087,TRUE,SIN,Asia Pacific,Singapore,107,11.97
47.245.11.216,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,191,11.97
8.219.66.156,443,443,TRUE,NRT,Asia Pacific,Tokyo,73,11.97
8.218.204.128,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,51,11.97
8.219.4.122,8080,8080,FALSE,SIN,Asia Pacific,Singapore,3,11.96
47.74.5.233,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,144,11.96
47.236.121.23,2052,2052,FALSE,SIN,Asia Pacific,Singapore,30,11.96
8.218.52.115,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,57,11.96
47.245.39.28,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,218,11.96
8.219.201.8,8443,8443,TRUE,SIN,Asia Pacific,Singapore,182,11.96
47.245.55.99,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,134,11.96
47.236.7.206,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,11.96
47.236.94.109,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,11.96
47.245.37.41,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,152,11.96
8.222.164.44,8080,8080,FALSE,SIN,Asia Pacific,Singapore,25,11.95
8.218.143.10,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,55,11.95
47.74.42.111,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,124,11.95
8.219.12.152,2083,2083,TRUE,SIN,Asia Pacific,Singapore,182,11.95
47.245.54.58,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,109,11.95
8.219.104.242,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,11.95
47.245.86.230,443,443,TRUE,SIN,Asia Pacific,Singapore,103,11.94
47.236.94.113,8880,8880,FALSE,SIN,Asia Pacific,Singapore,33,11.94
8.219.210.64,80,80,FALSE,SIN,Asia Pacific,Singapore,45,11.94
8.218.211.17,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,46,11.94
47.245.11.62,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,200,11.94
8.222.222.64,2096,2096,TRUE,SIN,Asia Pacific,Singapore,62,11.94
47.245.56.50,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,89,11.93
47.245.54.140,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,87,11.93
8.219.75.44,8080,8080,FALSE,SIN,Asia Pacific,Singapore,12,11.93
47.236.150.13,2096,2096,TRUE,SIN,Asia Pacific,Singapore,70,11.93
8.222.212.172,80,80,FALSE,SIN,Asia Pacific,Singapore,7,11.93
8.219.82.35,443,443,TRUE,SIN,Asia Pacific,Singapore,60,11.93
47.245.13.93,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,84,11.93
8.219.50.180,8080,8080,FALSE,SIN,Asia Pacific,Singapore,6,11.93
47.236.166.84,2053,2053,TRUE,SIN,Asia Pacific,Singapore,174,11.93
47.236.114.23,2052,2052,FALSE,SIN,Asia Pacific,Singapore,38,11.92
47.245.8.185,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,151,11.92
47.74.15.120,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,112,11.92
47.76.80.72,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,59,11.92
47.74.37.50,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,157,11.92
47.245.114.163,2052,2052,FALSE,SIN,Asia Pacific,Singapore,7,11.92
47.236.176.144,2053,2053,TRUE,SIN,Asia Pacific,Singapore,80,11.91
8.219.40.255,2052,2052,FALSE,SIN,Asia Pacific,Singapore,38,11.91
8.222.254.91,2096,2096,TRUE,SIN,Asia Pacific,Singapore,114,11.91
8.222.152.165,2087,2087,TRUE,SIN,Asia Pacific,Singapore,104,11.9
8.219.178.9,8443,8443,TRUE,SIN,Asia Pacific,Singapore,82,11.9
47.245.41.69,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,230,11.9
47.236.169.236,2096,2096,TRUE,SIN,Asia Pacific,Singapore,78,11.9
47.243.162.49,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,51,11.9
8.219.153.44,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,11.9
8.219.51.49,2087,2087,TRUE,SIN,Asia Pacific,Singapore,80,11.89
8.219.179.34,2083,2083,TRUE,SIN,Asia Pacific,Singapore,61,11.89
8.222.229.22,2095,2095,FALSE,SIN,Asia Pacific,Singapore,3,11.89
8.219.215.12,8880,8880,FALSE,SIN,Asia Pacific,Singapore,4,11.89
47.245.42.162,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,150,11.89
47.236.144.48,2086,2086,FALSE,SIN,Asia Pacific,Singapore,47,11.89
47.236.145.180,2087,2087,TRUE,SIN,Asia Pacific,Singapore,73,11.89
47.236.165.25,2053,2053,TRUE,SIN,Asia Pacific,Singapore,129,11.89
47.245.37.94,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,93,11.88
8.219.248.47,2053,2053,TRUE,SIN,Asia Pacific,Singapore,130,11.88
8.219.174.213,443,443,TRUE,SIN,Asia Pacific,Singapore,60,11.88
8.222.229.102,80,80,FALSE,SIN,Asia Pacific,Singapore,4,11.88
8.219.78.1,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,11.88
47.236.12.73,8443,8443,TRUE,SIN,Asia Pacific,Singapore,106,11.88
8.219.208.69,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,11.88
8.210.156.6,443,443,TRUE,HKG,Asia Pacific,Hong Kong,47,11.88
47.74.13.66,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,127,11.88
8.219.56.205,2082,2082,FALSE,SIN,Asia Pacific,Singapore,13,11.88
8.219.175.127,2052,2052,FALSE,SIN,Asia Pacific,Singapore,22,11.87
47.245.42.162,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,78,11.87
47.236.88.181,2095,2095,FALSE,SIN,Asia Pacific,Singapore,42,11.87
47.245.33.158,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,203,11.87
47.236.19.51,80,80,FALSE,SIN,Asia Pacific,Singapore,69,11.86
47.74.34.140,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,157,11.86
8.218.48.92,80,80,FALSE,HKG,Asia Pacific,Hong Kong,47,11.86
47.245.37.37,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,70,11.86
8.219.191.40,2083,2083,TRUE,SIN,Asia Pacific,Singapore,116,11.85
47.236.65.232,2096,2096,TRUE,SIN,Asia Pacific,Singapore,174,11.85
47.245.59.244,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,75,11.85
47.245.10.123,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,178,11.85
8.219.174.213,2052,2052,FALSE,SIN,Asia Pacific,Singapore,19,11.85
8.219.101.72,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,11.85
47.74.10.135,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,170,11.85
8.222.211.124,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,11.85
47.74.13.239,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,127,11.85
8.219.249.148,2052,2052,FALSE,SIN,Asia Pacific,Singapore,31,11.84
47.245.11.216,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,83,11.84
8.219.206.53,80,80,FALSE,SIN,Asia Pacific,Singapore,31,11.84
8.218.158.94,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,75,11.84
47.245.29.64,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,113,11.84
8.222.224.17,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,11.84
47.245.37.37,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,135,11.84
47.245.56.121,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,210,11.84
8.219.173.195,8880,8880,FALSE,SIN,Asia Pacific,Singapore,19,11.84
8.219.107.199,2086,2086,FALSE,SIN,Asia Pacific,Singapore,21,11.83
8.218.52.115,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,59,11.83
47.74.13.239,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,80,11.83
8.219.129.38,2083,2083,TRUE,SIN,Asia Pacific,Singapore,58,11.83
8.219.87.34,8443,8443,TRUE,SIN,Asia Pacific,Singapore,86,11.83
8.219.60.130,2053,2053,TRUE,SIN,Asia Pacific,Singapore,135,11.83
47.74.34.41,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,75,11.83
8.219.200.145,443,443,TRUE,SIN,Asia Pacific,Singapore,161,11.82
47.236.106.37,8443,8443,TRUE,SIN,Asia Pacific,Singapore,78,11.82
47.74.11.251,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,74,11.82
8.219.215.214,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,11.82
8.219.126.240,2052,2052,FALSE,SIN,Asia Pacific,Singapore,36,11.82
8.219.210.64,2053,2053,TRUE,SIN,Asia Pacific,Singapore,45,11.82
47.74.15.80,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,76,11.81
8.219.134.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,62,11.81
8.222.147.203,2083,2083,TRUE,SIN,Asia Pacific,Singapore,108,11.81
8.219.245.232,8880,8880,FALSE,SIN,Asia Pacific,Singapore,9,11.81
8.219.220.88,2082,2082,FALSE,SIN,Asia Pacific,Singapore,11,11.81
8.219.90.87,2096,2096,TRUE,SIN,Asia Pacific,Singapore,135,11.81
8.218.204.128,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,45,11.8
47.245.37.41,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,180,11.8
8.219.82.177,2096,2096,TRUE,SIN,Asia Pacific,Singapore,169,11.8
8.219.140.229,2096,2096,TRUE,SIN,Asia Pacific,Singapore,130,11.8
47.236.169.164,2096,2096,TRUE,SIN,Asia Pacific,Singapore,147,11.8
8.222.236.229,8080,8080,FALSE,SIN,Asia Pacific,Singapore,38,11.79
8.222.168.24,2082,2082,FALSE,SIN,Asia Pacific,Singapore,10,11.79
47.236.184.14,2096,2096,TRUE,SIN,Asia Pacific,Singapore,194,11.79
47.91.2.165,2052,0,FALSE,NRT,Asia Pacific,Tokyo,93,11.79
8.219.206.53,2083,2083,TRUE,SIN,Asia Pacific,Singapore,105,11.79
47.236.82.218,2083,2083,TRUE,SIN,Asia Pacific,Singapore,88,11.79
8.217.239.116,80,80,FALSE,HKG,Asia Pacific,Hong Kong,61,11.79
47.236.123.133,2087,2087,TRUE,SIN,Asia Pacific,Singapore,72,11.78
8.219.99.8,2096,2096,TRUE,SIN,Asia Pacific,Singapore,71,11.78
47.74.13.94,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,83,11.78
8.219.90.32,2095,2095,FALSE,SIN,Asia Pacific,Singapore,13,11.78
47.91.29.108,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,89,11.78
47.74.43.95,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,88,11.78
8.219.106.156,2096,2096,TRUE,SIN,Asia Pacific,Singapore,90,11.78
47.74.15.120,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,82,11.78
8.219.173.195,2083,2083,TRUE,SIN,Asia Pacific,Singapore,164,11.77
47.245.15.207,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,90,11.77
8.209.243.137,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,175,11.77
8.219.84.102,2096,2096,TRUE,SIN,Asia Pacific,Singapore,44,11.77
47.245.38.233,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,93,11.77
47.243.107.148,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,39,11.76
8.219.228.30,8080,8080,FALSE,SIN,Asia Pacific,Singapore,21,11.76
47.74.40.13,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,124,11.76
8.222.180.242,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,11.76
8.219.13.143,2083,2083,TRUE,SIN,Asia Pacific,Singapore,113,11.76
8.219.115.215,2087,2087,TRUE,SIN,Asia Pacific,Singapore,119,11.76
47.91.16.198,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,133,11.76
8.219.58.64,2086,2086,FALSE,SIN,Asia Pacific,Singapore,11,11.75
47.245.115.6,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,11.75
47.74.52.188,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,94,11.75
8.209.222.31,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,111,11.75
8.222.137.192,2087,2087,TRUE,SIN,Asia Pacific,Singapore,92,11.75
8.222.212.116,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,11.75
8.219.237.250,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,11.74
47.74.6.233,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,189,11.74
8.222.224.162,2052,2052,FALSE,SIN,Asia Pacific,Singapore,4,11.74
8.219.241.189,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,11.74
8.219.56.205,2087,2087,TRUE,SIN,Asia Pacific,Singapore,110,11.74
8.219.12.152,2096,2096,TRUE,SIN,Asia Pacific,Singapore,76,11.73
47.245.11.108,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,91,11.73
8.219.134.117,8880,8880,FALSE,SIN,Asia Pacific,Singapore,7,11.73
47.236.19.51,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,11.73
8.219.82.177,8080,8080,FALSE,SIN,Asia Pacific,Singapore,15,11.73
47.236.116.182,2082,2082,FALSE,SIN,Asia Pacific,Singapore,12,11.73
47.245.41.69,80,80,FALSE,NRT,Asia Pacific,Tokyo,86,11.72
47.245.10.77,80,80,FALSE,NRT,Asia Pacific,Tokyo,81,11.72
8.219.198.139,2052,2052,FALSE,SIN,Asia Pacific,Singapore,32,11.72
47.74.39.194,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,85,11.72
47.74.54.33,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,89,11.72
47.74.46.84,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,71,11.72
8.219.90.87,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,11.72
8.219.253.185,2096,2096,TRUE,SIN,Asia Pacific,Singapore,92,11.72
47.245.37.89,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,209,11.72
47.236.4.129,2052,2052,FALSE,SIN,Asia Pacific,Singapore,25,11.72
8.219.222.8,8443,8443,TRUE,SIN,Asia Pacific,Singapore,125,11.72
8.219.73.21,2082,2082,FALSE,SIN,Asia Pacific,Singapore,20,11.71
8.219.40.255,2096,2096,TRUE,SIN,Asia Pacific,Singapore,61,11.71
8.219.247.203,8443,8443,TRUE,SIN,Asia Pacific,Singapore,153,11.71
47.74.27.211,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,137,11.71
8.219.255.171,2083,2083,TRUE,SIN,Asia Pacific,Singapore,145,11.71
8.219.178.9,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,11.71
8.219.242.208,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,11.71
8.219.183.31,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,11.71
47.242.155.183,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,38,11.7
8.219.142.229,2052,2052,FALSE,SIN,Asia Pacific,Singapore,43,11.7
8.219.56.205,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,11.69
8.222.162.45,2053,2053,TRUE,SIN,Asia Pacific,Singapore,4,11.69
8.219.73.188,80,80,FALSE,SIN,Asia Pacific,Singapore,13,11.69
8.219.122.55,2082,2082,FALSE,SIN,Asia Pacific,Singapore,15,11.68
8.219.215.214,2096,2096,TRUE,SIN,Asia Pacific,Singapore,67,11.68
47.245.10.123,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,164,11.68
47.74.27.151,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,203,11.68
8.219.183.31,2087,2087,TRUE,SIN,Asia Pacific,Singapore,103,11.68
47.74.10.135,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,173,11.68
47.245.56.207,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,190,11.68
47.245.52.240,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,84,11.68
47.236.83.239,2086,2086,FALSE,SIN,Asia Pacific,Singapore,17,11.67
47.245.34.36,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,187,11.67
8.219.142.229,2095,2095,FALSE,SIN,Asia Pacific,Singapore,8,11.67
8.222.244.192,80,80,FALSE,SIN,Asia Pacific,Singapore,44,11.67
47.245.56.207,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,144,11.66
8.219.156.148,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,11.66
8.222.237.131,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,11.66
47.91.16.198,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,122,11.65
8.219.140.229,2096,2096,TRUE,SIN,Asia Pacific,Singapore,114,11.65
47.74.27.94,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,143,11.65
8.219.199.220,8443,8443,TRUE,SIN,Asia Pacific,Singapore,273,11.65
8.219.124.227,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,11.65
8.218.110.180,2087,2087,TRUE,HKG,Asia Pacific,Hong Kong,82,11.65
47.245.41.69,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,81,11.65
8.219.230.254,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,11.65
8.219.170.58,2083,2083,TRUE,SIN,Asia Pacific,Singapore,169,11.65
8.219.250.239,8880,8880,FALSE,SIN,Asia Pacific,Singapore,16,11.64
47.74.9.174,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,292,11.64
47.245.37.98,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,202,11.64
8.219.113.232,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,11.64
8.222.167.147,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,11.64
8.219.111.175,2096,2096,TRUE,SIN,Asia Pacific,Singapore,76,11.64
47.245.10.123,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,235,11.64
8.219.191.40,2052,2052,FALSE,SIN,Asia Pacific,Singapore,12,11.64
8.219.217.81,2096,2096,TRUE,SIN,Asia Pacific,Singapore,160,11.63
47.74.41.87,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,122,11.63
47.236.148.174,8880,8880,FALSE,SIN,Asia Pacific,Singapore,29,11.63
47.74.42.111,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,96,11.63
47.245.87.167,2083,2083,TRUE,SIN,Asia Pacific,Singapore,53,11.63
47.236.117.48,80,80,FALSE,SIN,Asia Pacific,Singapore,29,11.63
47.236.76.199,8080,8080,FALSE,SIN,Asia Pacific,Singapore,22,11.63
8.219.210.226,2083,2083,TRUE,SIN,Asia Pacific,Singapore,132,11.62
8.219.90.87,2095,2095,FALSE,SIN,Asia Pacific,Singapore,6,11.62
47.245.40.55,2053,2053,TRUE,HKG,Asia Pacific,Hong Kong,177,11.62
8.219.253.18,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,11.62
8.219.167.65,8080,8080,FALSE,SIN,Asia Pacific,Singapore,8,11.62
47.245.10.156,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,114,11.62
8.219.217.81,2083,2083,TRUE,SIN,Asia Pacific,Singapore,114,11.62
8.219.222.8,2087,2087,TRUE,SIN,Asia Pacific,Singapore,26,11.62
8.209.243.137,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,97,11.62
47.74.43.95,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,137,11.61
47.74.3.2,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,233,11.61
47.245.55.235,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,176,11.6
47.74.42.111,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,72,11.6
8.219.228.157,2083,2083,TRUE,SIN,Asia Pacific,Singapore,161,11.6
47.236.99.131,8880,8880,FALSE,SIN,Asia Pacific,Singapore,11,11.6
47.236.116.208,8443,8443,TRUE,SIN,Asia Pacific,Singapore,110,11.6
8.219.210.93,2095,2095,FALSE,SIN,Asia Pacific,Singapore,4,11.59
8.219.173.233,8080,8080,FALSE,SIN,Asia Pacific,Singapore,10,11.59
47.236.116.26,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,11.59
8.219.161.129,2082,2082,FALSE,SIN,Asia Pacific,Singapore,9,11.59
47.74.5.150,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,84,11.59
8.219.193.202,2087,2087,TRUE,SIN,Asia Pacific,Singapore,134,11.59
8.219.100.168,2053,2053,TRUE,SIN,Asia Pacific,Singapore,86,11.58
47.74.42.17,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,140,11.58
8.219.184.92,2096,2096,TRUE,SIN,Asia Pacific,Singapore,99,11.58
8.219.142.191,2053,2053,TRUE,SIN,Asia Pacific,Singapore,159,11.58
47.236.144.48,80,80,FALSE,SIN,Asia Pacific,Singapore,9,11.58
47.74.45.143,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,240,11.57
8.219.213.112,80,80,FALSE,SIN,Asia Pacific,Singapore,6,11.57
47.245.15.39,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,178,11.57
8.209.252.13,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,86,11.57
47.74.41.136,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,86,11.57
47.236.171.20,2086,2086,FALSE,SIN,Asia Pacific,Singapore,27,11.57
8.219.255.171,2096,2096,TRUE,SIN,Asia Pacific,Singapore,186,11.57
8.219.139.13,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,11.57
8.219.140.229,2083,2083,TRUE,SIN,Asia Pacific,Singapore,60,11.56
8.222.147.203,2082,2082,FALSE,SIN,Asia Pacific,Singapore,5,11.56
8.219.78.1,8880,8880,FALSE,SIN,Asia Pacific,Singapore,25,11.56
47.236.171.205,2053,2053,TRUE,SIN,Asia Pacific,Singapore,280,11.56
47.245.9.228,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,169,11.56
8.219.114.201,2083,2083,TRUE,SIN,Asia Pacific,Singapore,44,11.56
8.219.242.208,8880,8880,FALSE,SIN,Asia Pacific,Singapore,6,11.56
8.219.253.114,2087,2087,TRUE,SIN,Asia Pacific,Singapore,130,11.56
47.74.39.194,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,69,11.56
47.74.5.150,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,151,11.56
8.219.142.229,8443,8443,TRUE,SIN,Asia Pacific,Singapore,128,11.56
47.236.171.20,2096,2096,TRUE,SIN,Asia Pacific,Singapore,226,11.56
8.219.72.51,2096,2096,TRUE,SIN,Asia Pacific,Singapore,62,11.55
8.219.1.92,2087,2087,TRUE,SIN,Asia Pacific,Singapore,111,11.55
8.219.111.147,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,11.55
8.219.1.92,8443,8443,TRUE,SIN,Asia Pacific,Singapore,135,11.54
47.74.22.171,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,82,11.54
8.222.252.150,2083,2083,TRUE,SIN,Asia Pacific,Singapore,113,11.54
8.219.163.195,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,11.54
8.222.164.44,2086,2086,FALSE,SIN,Asia Pacific,Singapore,20,11.53
47.245.41.84,80,80,FALSE,NRT,Asia Pacific,Tokyo,92,11.53
8.219.194.170,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,11.53
47.245.57.109,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,210,11.53
47.245.40.55,80,80,FALSE,HKG,Asia Pacific,Hong Kong,171,11.53
47.236.171.205,2087,2087,TRUE,SIN,Asia Pacific,Singapore,136,11.53
8.219.43.243,2096,2096,TRUE,SIN,Asia Pacific,Singapore,117,11.52
47.236.104.123,2052,2052,FALSE,SIN,Asia Pacific,Singapore,9,11.52
47.236.29.235,2086,2086,FALSE,SIN,Asia Pacific,Singapore,15,11.52
47.242.59.216,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,53,11.52
8.219.124.227,8080,8080,FALSE,SIN,Asia Pacific,Singapore,21,11.52
47.236.29.235,2087,2087,TRUE,SIN,Asia Pacific,Singapore,120,11.52
8.218.188.129,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,37,11.52
8.219.245.187,2083,2083,TRUE,SIN,Asia Pacific,Singapore,91,11.52
